time,speed,steering_angle
14.249888,1.0,0.1492256224155426
14.299887,1.0,0.1492256224155426
14.349886,1.0,0.17278757691383362
14.399922,1.0,0.17278757691383362
14.449917,1.0,0.1806415617465973
14.449917,1.0,0.18456853926181793
14.499918,1.0,0.19634951651096344
14.549920,1.0,0.1924225240945816
14.599918,1.0,0.21205748617649078
14.699894,1.0,0.23169243335723877
14.749898,1.0,0.2356194257736206
14.799926,1.0,0.2356194257736206
14.849893,1.0,0.25132739543914795
14.899903,1.0,0.24347341060638428
14.949896,1.0,0.2356194257736206
14.999914,1.0,0.23169243335723877
15.025016,1.0,0.21205748617649078
15.049913,1.0,0.2042035013437271
15.099890,1.0,0.2042035013437271
15.149881,1.0,0.18456853926181793
15.199888,1.0,0.17671456933021545
15.249886,1.0,0.18849553167819977
15.299896,1.0,0.25132739543914795
15.324890,1.0,0.2356194257736206
15.349884,1.0,0.21205748617649078
15.474903,1.0,0.23169243335723877
15.499887,1.0,0.22776544094085693
15.549890,1.0,0.2238384485244751
15.599890,1.0,0.25132739543914795
15.624889,1.0,0.26310837268829346
15.649893,1.0,0.24347341060638428
15.674936,1.0,0.2591813802719116
15.699893,1.0,0.25132739543914795
15.749892,1.0,0.25132739543914795
15.749892,1.0,0.23954641819000244
15.799887,1.0,0.2356194257736206
15.824883,1.0,0.23954641819000244
15.949890,1.0,0.18849553167819977
15.974868,1.0,0.1060287281870842
15.999865,1.0,0.12173669040203094
16.024883,1.0,0.10995572060346603
16.049887,1.0,0.07853979617357254
16.124871,1.0,0.12173669040203094
16.149874,1.0,0.09424775838851929
16.174881,1.0,0.09032076597213745
16.199869,1.0,0.10995572060346603
16.249867,1.0,0.1178097054362297
16.299876,1.0,0.11388271301984787
16.324889,1.0,0.07068581134080887
16.349869,1.0,0.12566368281841278
16.399872,1.0,0.13351766765117645
16.424875,1.0,0.13351766765117645
16.474878,1.0,0.12173669040203094
16.499891,1.0,0.1492256224155426
16.524868,1.0,0.1492256224155426
16.574884,1.0,0.15707960724830627
16.599879,1.0,0.18456853926181793
16.649878,1.0,0.18456853926181793
16.674878,1.0,0.16886058449745178
16.699880,1.0,0.1610065996646881
16.724897,1.0,0.18456853926181793
16.749888,1.0,0.17671456933021545
16.799873,1.0,0.17671456933021545
16.824909,1.0,0.18849553167819977
16.874865,1.0,0.20027650892734528
16.899854,1.0,0.23954641819000244
16.924883,1.0,0.23954641819000244
16.949883,1.0,0.2238384485244751
16.974878,1.0,0.2591813802719116
16.999876,1.0,0.2552543878555298
17.024875,1.0,0.23954641819000244
17.049875,1.0,0.26310837268829346
17.074880,1.0,0.27096232771873474
17.099876,1.0,0.2552543878555298
17.124875,1.0,0.2748893201351166
17.149886,1.0,0.2788163125514984
17.174875,1.0,0.29452428221702576
17.224876,1.0,0.2984512746334076
17.249859,1.0,0.28274330496788025
17.274854,1.0,0.2905972898006439
17.299873,1.0,0.2984512746334076
17.324860,1.0,0.29452428221702576
17.349864,1.0,0.3495021462440491
17.374854,1.0,0.3652101159095764
17.399852,1.0,0.46731188893318176
17.424865,1.0,0.4712388813495636
17.449868,1.0,0.4830198585987091
17.474874,1.0,0.49872779846191406
17.499864,1.0,0.4948008060455322
17.524867,1.0,0.5105087757110596
17.549865,1.0,0.5065817832946777
17.574873,1.0,0.48694682121276855
17.599869,1.0,0.48694682121276855
17.624856,1.0,0.4830198585987091
17.649865,1.0,0.47909286618232727
17.674873,1.0,0.46731188893318176
17.699901,1.0,0.45553091168403625
17.724897,1.0,0.4516039192676544
17.749860,1.0,0.4358959496021271
17.774879,1.0,0.42411497235298157
17.799867,1.0,0.3966260552406311
17.824876,1.0,0.38091808557510376
17.849858,1.0,0.3612831234931946
17.874854,1.0,0.3337942063808441
17.899863,1.0,0.3298672139644623
17.924853,1.0,0.30237826704978943
17.949867,1.0,0.2788163125514984
17.974873,1.0,0.26310837268829346
17.999867,1.0,0.25132739543914795
18.024867,1.0,0.2238384485244751
18.049851,1.0,0.21991145610809326
18.074872,1.0,0.1924225240945816
18.124852,1.0,0.16493359208106995
18.149869,1.0,0.1374446600675583
18.174858,1.0,0.10995572060346603
18.199840,1.0,0.10995572060346603
18.224862,1.0,0.07853979617357254
18.249864,1.0,0.06675881892442703
18.274872,1.0,0.05890484154224396
18.299869,1.0,0.051050856709480286
18.324868,1.0,0.051050856709480286
18.349868,1.0,0.02356192283332348
18.374864,1.0,0.019634932279586792
18.399862,1.0,0.039269886910915375
18.424866,1.0,0.015707941725850105
18.449867,1.0,0.015707941725850105
18.474869,1.0,-0.007854003459215164
18.499863,1.0,-0.007854003459215164
18.524863,1.0,-0.015707984566688538
18.549864,1.0,-0.019634975120425224
18.574879,1.0,-0.011780994012951851
18.599907,1.0,-0.00392701243981719
18.624886,1.0,-0.02356196567416191
18.649874,1.0,-0.011780994012951851
18.674868,1.0,0.007853959687054157
18.699849,1.0,-2.179294789073083e-08
18.724855,1.0,-0.011780994012951851
18.749867,1.0,0.007853959687054157
18.774864,1.0,0.019634932279586792
18.799847,1.0,-2.179294789073083e-08
18.824858,1.0,0.007853959687054157
18.849849,1.0,0.0039269691333174706
18.874855,1.0,-0.007854003459215164
18.899850,1.0,0.015707941725850105
18.924861,1.0,0.0039269691333174706
18.949857,1.0,0.019634932279586792
18.974861,1.0,0.027488913387060165
18.999866,1.0,0.019634932279586792
19.024859,1.0,0.02356192283332348
19.049862,1.0,0.031415905803442
19.074852,1.0,0.03534289449453354
19.099844,1.0,0.03534289449453354
19.124861,1.0,0.04712386801838875
19.149859,1.0,0.039269886910915375
19.174843,1.0,0.04712386801838875
19.199843,1.0,0.05497784912586212
19.224842,1.0,0.051050856709480286
19.249841,1.0,0.03534289449453354
19.274841,1.0,0.04319687560200691
19.299842,1.0,0.04319687560200691
19.324846,1.0,0.051050856709480286
19.349860,1.0,0.031415905803442
19.374845,1.0,0.04712386801838875
19.399867,1.0,0.039269886910915375
19.424857,1.0,0.039269886910915375
19.449841,1.0,0.03534289449453354
19.474843,1.0,0.04712386801838875
19.500824,1.0,0.027488913387060165
19.524881,1.0,0.027488913387060165
19.549864,1.0,0.027488913387060165
19.574877,1.0,0.015707941725850105
19.599862,1.0,0.011780950240790844
19.624876,1.0,0.015707941725850105
19.649864,1.0,0.0039269691333174706
19.674860,1.0,0.007853959687054157
19.699860,1.0,0.0039269691333174706
19.724856,1.0,-0.007854003459215164
19.749856,1.0,-2.179294789073083e-08
19.774865,1.0,-2.179294789073083e-08
19.799858,1.0,-2.179294789073083e-08
19.824864,1.0,-0.00392701243981719
19.849837,1.0,-2.179294789073083e-08
19.874840,1.0,0.0039269691333174706
19.899837,1.0,0.015707941725850105
19.924837,1.0,0.02356192283332348
19.949838,1.0,0.019634932279586792
19.974834,1.0,0.031415905803442
19.999847,1.0,0.027488913387060165
20.024853,1.0,0.03534289449453354
20.049853,1.0,0.04712386801838875
20.074845,1.0,0.04319687560200691
20.099849,1.0,0.07068581134080887
20.124858,1.0,0.0746128037571907
20.149859,1.0,0.1060287281870842
20.174840,1.0,0.1178097054362297
20.199851,1.0,0.15315261483192444
20.224855,1.0,0.16886058449745178
20.249851,1.0,0.22776544094085693
20.274850,1.0,0.2356194257736206
20.299837,1.0,0.24347341060638428
20.324833,1.0,0.2552543878555298
20.349846,1.0,0.2591813802719116
20.374850,1.0,0.2552543878555298
20.399897,1.0,0.2474004030227661
20.424891,1.0,0.2356194257736206
20.449844,1.0,0.23954641819000244
20.474852,1.0,0.23169243335723877
20.499861,1.0,0.21991145610809326
20.524855,1.0,0.21205748617649078
20.549837,1.0,0.20027650892734528
20.574848,1.0,0.1924225240945816
20.599849,1.0,0.18849553167819977
20.624849,1.0,0.18456853926181793
20.649837,1.0,0.17671456933021545
20.674831,1.0,0.16493359208106995
20.699850,1.0,0.1610065996646881
20.724854,1.0,0.1492256224155426
20.749837,1.0,0.14529862999916077
20.774844,1.0,0.14529862999916077
20.799856,1.0,0.14137165248394012
20.824848,1.0,0.14529862999916077
20.849844,1.0,0.14137165248394012
20.874850,1.0,0.1374446600675583
20.899853,1.0,0.13351766765117645
20.924859,1.0,0.1374446600675583
20.949848,1.0,0.12566368281841278
20.974848,1.0,0.12566368281841278
20.999846,1.0,0.12173669040203094
21.024845,1.0,0.12959067523479462
21.049850,1.0,0.12566368281841278
21.074849,1.0,0.1178097054362297
21.099844,1.0,0.12173669040203094
21.124845,1.0,0.10995572060346603
21.149846,1.0,0.11388271301984787
21.174846,1.0,0.10210173577070236
21.199852,1.0,0.09424775838851929
21.224843,1.0,0.1178097054362297
21.249851,1.0,0.1060287281870842
21.274846,1.0,0.09817475080490112
21.299905,1.0,0.09032076597213745
21.324882,1.0,0.09424775838851929
21.349848,1.0,0.1060287281870842
21.374849,1.0,0.11388271301984787
21.399841,1.0,0.10210173577070236
21.424841,1.0,0.10995572060346603
21.449849,1.0,0.1374446600675583
21.474844,1.0,0.1492256224155426
21.499843,1.0,0.15707960724830627
21.524841,1.0,0.1806415617465973
21.549842,1.0,0.30237826704978943
21.574847,1.0,0.3102322518825531
21.599843,1.0,0.3652101159095764
21.624840,1.0,0.4044800400733948
21.649851,1.0,0.4044800400733948
21.674842,1.0,0.4398229420185089
21.699835,1.0,0.45553091168403625
21.724837,1.0,0.44374993443489075
