sec,nanosec,speed,steering_angle,time
1742308784,400745127,1.0,-0.0431969203054904,1742308784.4007452
1742308784,425749265,1.0,-0.0706858560442924,1742308784.4257493
1742308784,450750363,1.0,-0.0471239127218723,1742308784.4507504
1742308784,475730542,1.0,-0.0431969203054904,1742308784.4757307
1742308784,500738330,1.0,-0.0549778938293457,1742308784.5007384
1742308784,525738318,1.0,-0.0431969203054904,1742308784.5257382
1742308784,550739407,1.0,-0.0667588636279106,1742308784.5507393
1742308784,575738775,1.0,-0.0589048825204372,1742308784.5757387
1742308784,600762834,1.0,-0.0589048825204372,1742308784.6007628
1742308784,625763682,1.0,-0.0471239127218723,1742308784.6257637
1742308784,650742961,1.0,-0.0431969203054904,1742308784.650743
1742308784,675755159,1.0,-0.0431969203054904,1742308784.6757553
1742308784,700760707,1.0,-0.0392699278891086,1742308784.7007606
1742308784,725740726,1.0,-0.0392699278891086,1742308784.7257407
1742308784,750742445,1.0,-0.0353429391980171,1742308784.7507424
1742308784,775729343,1.0,-0.0314159467816352,1742308784.7757294
1742308784,800728642,1.0,-0.0314159467816352,1742308784.8007286
1742308784,825752710,1.0,-0.0314159467816352,1742308784.8257527
1742308784,850755239,1.0,-0.0274889580905437,1742308784.8507552
1742308784,875728227,1.0,-0.0353429391980171,1742308784.8757281
1742308784,900727376,1.0,-0.0274889580905437,1742308784.9007273
1742308784,925732984,1.0,-0.0117809940129518,1742308784.925733
1742308784,950733493,1.0,-0.0117809940129518,1742308784.9507334
1742308784,975736861,1.0,-0.0078540034592151,1742308784.9757369
1742308785,739560,1.0,0.0039269691333174,1742308785.0007396
1742308785,25796008,1.0,0.0157079417258501,1742308785.025796
1742308785,50742297,1.0,0.0039269691333174,1742308785.0507424
1742308785,75740405,1.0,0.0039269691333174,1742308785.0757403
1742308785,100749173,1.0,0.0157079417258501,1742308785.1007493
1742308785,125736402,1.0,0.0196349322795867,1742308785.1257365
1742308785,150734280,1.0,0.0392698869109153,1742308785.1507342
1742308785,175727609,1.0,0.0392698869109153,1742308785.1757276
1742308785,200723358,1.0,0.0589048415422439,1742308785.2007234
1742308785,225729766,1.0,0.0746128037571907,1742308785.2257297
1742308785,250743194,1.0,0.0863937735557556,1742308785.2507432
1742308785,275723143,1.0,0.0863937735557556,1742308785.2757232
1742308785,300719552,1.0,0.0981747508049011,1742308785.3007195
1742308785,325733730,1.0,0.0981747508049011,1742308785.3257337
1742308785,350734988,1.0,0.109955720603466,1742308785.350735
1742308785,375733977,1.0,0.1060287281870842,1742308785.375734
1742308785,400734785,1.0,0.1178097054362297,1742308785.400735
1742308785,425734644,1.0,0.109955720603466,1742308785.4257348
1742308785,450745802,1.0,0.1217366904020309,1742308785.4507458
1742308785,475722681,1.0,0.1217366904020309,1742308785.4757228
1742308785,500717340,1.0,0.1295906752347946,1742308785.5007174
1742308785,525732678,1.0,0.1217366904020309,1742308785.5257328
1742308785,550721607,1.0,0.1413716524839401,1742308785.5507216
1742308785,575716416,1.0,0.1492256224155426,1742308785.5757165
1742308785,600732524,1.0,0.1727875769138336,1742308785.6007326
1742308785,625728323,1.0,0.1767145693302154,1742308785.6257284
1742308785,650745511,1.0,0.1767145693302154,1742308785.6507454
1742308785,675719590,1.0,0.1845685392618179,1742308785.6757195
1742308785,700716469,1.0,0.1845685392618179,1742308785.7007165
1742308785,725731438,1.0,0.1924225240945816,1742308785.7257314
1742308785,750718006,1.0,0.1924225240945816,1742308785.750718
1742308785,775714095,1.0,0.1924225240945816,1742308785.7757142
1742308785,800714064,1.0,0.1963495165109634,1742308785.800714
1742308785,825729462,1.0,0.1924225240945816,1742308785.8257294
1742308785,850739031,1.0,0.1884955316781997,1742308785.850739
1742308785,875719300,1.0,0.1963495165109634,1742308785.8757193
1742308785,900717908,1.0,0.2042035013437271,1742308785.900718
1742308785,925729097,1.0,0.2081304937601089,1742308785.925729
1742308785,950717376,1.0,0.2120574861764907,1742308785.9507174
1742308785,975711364,1.0,0.2081304937601089,1742308785.9757113
1742308786,711273,1.0,0.2159844785928726,1742308786.0007112
1742308786,25727241,1.0,0.2277654409408569,1742308786.0257273
1742308786,50741150,1.0,0.2395464181900024,1742308786.0507412
1742308786,75729599,1.0,0.2159844785928726,1742308786.0757296
1742308786,100680108,1.0,0.2199114561080932,1742308786.10068
1742308786,125728566,1.0,0.2159844785928726,1742308786.1257286
1742308786,150725635,1.0,0.2434734106063842,1742308786.1507256
1742308786,175740343,1.0,0.2552543878555298,1742308786.1757402
1742308786,200729472,1.0,0.2513273954391479,1742308786.2007294
1742308786,225715371,1.0,0.2316924333572387,1742308786.2257154
1742308786,250723949,1.0,0.2199114561080932,1742308786.2507238
1742308786,275733668,1.0,0.2199114561080932,1742308786.2757337
1742308786,300725177,1.0,0.2238384485244751,1742308786.3007252
1742308786,325729505,1.0,0.2159844785928726,1742308786.3257296
1742308786,350724424,1.0,0.1963495165109634,1742308786.3507245
1742308786,375721433,1.0,0.2081304937601089,1742308786.3757215
1742308786,400716482,1.0,0.2002765089273452,1742308786.4007165
1742308786,425720380,1.0,0.2159844785928726,1742308786.4257205
1742308786,450729199,1.0,0.2002765089273452,1742308786.4507291
1742308786,475726158,1.0,0.1884955316781997,1742308786.4757261
1742308786,500722426,1.0,0.2159844785928726,1742308786.5007224
1742308786,525671096,1.0,0.2120574861764907,1742308786.525671
1742308786,550724584,1.0,0.2748893201351166,1742308786.5507245
1742308786,575726073,1.0,0.2631083726882934,1742308786.575726
